Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
HOA37,0.19310215907703912,0.29099172660779626,"[0.44429, 0.31344, 0.52083]","[(0.43349, 0.45509), (0.29853, 0.32835), (0.45017, 0.5915)]","[0.77607, 0.63155, 0.72815]","[(0.76301, 0.78914), (0.62118, 0.64191), (0.72014, 0.73616)]"
HOA32,0.1465564958692853,0.3450705546628957,"[0.63086, 0.46553, 0.35294]","[(0.62127, 0.64045), (0.44457, 0.48649), (0.31702, 0.38886)]","[0.72304, 0.68217, 0.90801]","[(0.70663, 0.73945), (0.67322, 0.69111), (0.90282, 0.91321)]"
KOA75,0.2163507233104134,0.20167745188218994,"[0.61004, 0.22811, 0.70588]","[(0.60007, 0.62), (0.20955, 0.24666), (0.55272, 0.85904)]","[0.59459, 0.74405, 0.82623]","[(0.57307, 0.61612), (0.73515, 0.75295), (0.8192, 0.83326)]"
KOA25,0.21916067400241795,0.3108431091419483,"[0.67424, 0.304, 0.65909]","[(0.6634, 0.68509), (0.2818, 0.32621), (0.51903, 0.79915)]","[0.64066, 0.72624, 0.89628]","[(0.6178, 0.66352), (0.71595, 0.73653), (0.88992, 0.90264)]"
KOA14,-0.12148511749335839,0.045643151151415935,"[0.43948, 0.5252, 0.28571]","[(0.42882, 0.45014), (0.4973, 0.55311), (0.11838, 0.45305)]","[0.60731, 0.48109, 0.95376]","[(0.58033, 0.6343), (0.47038, 0.4918), (0.94955, 0.95797)]"
KOA5,0.30697329287027897,0.44805503488334203,"[0.68996, 0.38197, 0.42667]","[(0.68081, 0.69911), (0.36396, 0.39998), (0.34752, 0.50582)]","[0.7814, 0.75431, 0.86008]","[(0.76647, 0.79632), (0.74586, 0.76277), (0.85402, 0.86613)]"
HOA27,0.48878955795722645,0.594283396205588,"[0.80987, 0.32081, 0.73154]","[(0.80251, 0.81724), (0.30342, 0.3382), (0.68123, 0.78186)]","[0.79289, 0.8286, 0.89185]","[(0.77855, 0.80723), (0.82162, 0.83558), (0.88664, 0.89706)]"
HOA1,0.27328289066102796,0.48468503128264434,"[0.68714, 0.39313, 0.47656]","[(0.67833, 0.69594), (0.37061, 0.41566), (0.39004, 0.56309)]","[0.88883, 0.74402, 0.87789]","[(0.87482, 0.90284), (0.73578, 0.75225), (0.87214, 0.88364)]"
KOA6,0.3853120981279343,0.48595700779358053,"[0.50346, 0.24415, 0.68687]","[(0.49311, 0.51381), (0.22875, 0.25955), (0.64119, 0.73255)]","[0.87803, 0.62957, 0.75276]","[(0.867, 0.88905), (0.61978, 0.63936), (0.74503, 0.7605)]"
OA16,-0.04885558361142971,0.00850061591243176,"[0.73746, 0.1335, 0.19375]","[(0.72711, 0.74782), (0.11848, 0.14852), (0.13251, 0.25499)]","[0.24507, 0.75859, 0.96229]","[(0.2268, 0.26334), (0.74864, 0.76855), (0.95833, 0.96625)]"
OA32,0.1848032247205842,0.22508679786147479,"[0.76917, 0.24074, 0.27907]","[(0.75762, 0.78072), (0.21308, 0.2684), (0.18427, 0.37387)]","[0.45618, 0.77895, 0.95954]","[(0.42537, 0.48698), (0.76767, 0.79023), (0.95456, 0.96451)]"
OA71,-0.024037076386997796,0.04183045177566518,"[0.3849, 0.29138, 0.35714]","[(0.36875, 0.40106), (0.26097, 0.32178), (0.10614, 0.60814)]","[0.57798, 0.53288, 0.82543]","[(0.5452, 0.61076), (0.51634, 0.54941), (0.81413, 0.83672)]"
HOA9,-0.024740013013775364,-0.03426147759222834,"[0.64281, 0.10317, 0.5]","[(0.63247, 0.65314), (0.05006, 0.15629), (0.01, 0.99)]","[0.2, 0.70993, 0.93271]","[(0.13124, 0.26876), (0.70014, 0.71971), (0.92735, 0.93808)]"
HOA36,-0.17202857280848766,0.0801570648016802,"[0.79756, 0.2434, 0.0]","[(0.78989, 0.80522), (0.2223, 0.26449), (0.0, 0.0)]","[0.29415, 0.81256, 0.98016]","[(0.27188, 0.31643), (0.80512, 0.82), (0.97768, 0.98264)]"
OA75,0.006190994669505909,0.03683661845966395,"[0.69664, 0.25446, 0.14516]","[(0.68205, 0.71123), (0.22759, 0.28132), (0.05748, 0.23285)]","[0.34235, 0.7709, 0.9233]","[(0.31395, 0.37076), (0.75767, 0.78413), (0.91579, 0.93081)]"
OA31,0.04465399751601781,0.30484740406782795,"[0.60305, 0.28152, 0.43056]","[(0.59321, 0.61289), (0.26493, 0.2981), (0.37941, 0.48171)]","[0.67965, 0.7146, 0.82384]","[(0.66344, 0.69586), (0.70569, 0.72352), (0.81711, 0.83057)]"
OA63,0.3793253276429066,0.4349723415661493,"[0.62189, 0.30163, 0.70732]","[(0.60883, 0.63494), (0.27818, 0.32508), (0.60884, 0.8058)]","[0.77928, 0.6819, 0.85219]","[(0.75866, 0.7999), (0.66946, 0.69435), (0.84373, 0.86064)]"
OA41,0.19230856107551292,0.2738369159653819,"[0.37233, 0.29989, 0.68478]","[(0.35979, 0.38487), (0.27892, 0.32086), (0.61765, 0.75191)]","[0.80723, 0.58415, 0.72349]","[(0.79002, 0.82445), (0.57157, 0.59674), (0.7134, 0.73358)]"
OA45,-0.15797241822044328,-0.10101720916987647,"[0.6725, 0.20874, 0.5]","[(0.63998, 0.70502), (0.16949, 0.24798), (0.09992, 0.90008)]","[0.23206, 0.73573, 0.95297]","[(0.19159, 0.27253), (0.70529, 0.76617), (0.94105, 0.96489)]"
HOA46,0.34247692242852956,0.31931105874421656,"[0.56085, 0.28172, 0.33333]","[(0.55038, 0.57132), (0.25479, 0.30864), (-0.04387, 0.71054)]","[0.82004, 0.66481, 0.84794]","[(0.7971, 0.84297), (0.65486, 0.67477), (0.84079, 0.85508)]"
OA35,0.47728602931186054,0.6640611435147101,"[0.63092, 0.29076, 0.80405]","[(0.6209, 0.64094), (0.27849, 0.30303), (0.78754, 0.82057)]","[0.90163, 0.7222, 0.74407]","[(0.89488, 0.90838), (0.71388, 0.73052), (0.73689, 0.75126)]"
OA49,-0.279386084255478,0.03370497754811114,"[0.65089, 0.25346, 0.0]","[(0.63477, 0.66701), (0.22838, 0.27854), (0.0, 0.0)]","[0.36575, 0.70083, 0.93401]","[(0.33806, 0.39344), (0.68536, 0.7163), (0.92677, 0.94125)]"
